cik,name
1976435,"Strategies Wealth Advisors, LLC"
1166716,STRATEGY ASSET MANAGERS LLC
1592413,Strategy Capital LLC
2021703,"Strathmore Capital Advisors, Inc."
1707206,"Stratos Investment Management, LLC"
1707202,"Stratos Wealth Advisors, LLC"
1612865,"Stratos Wealth Partners, LTD."
1921196,"Strengthening Families & Communities, LLC"
1625800,"Strid Group, LLC"
1954109,"Strive Asset Management, LLC"
2090040,"Strive Financial Group ,LLC"
2111795,Strong Retirement Solutions LLC
1889322,Strong Tower Advisory Services
1812155,"StrongBox Wealth, LLC"
2107257,Stronghold Wealth Management L.L.C.
820478,STRS OHIO
1910180,"STUART INVESTMENT ADVISORS, INC."
1893893,STUDIO INVESTMENT MANAGEMENT LLC
1904897,"Styrax Capital, LP"
1721780,Successful Portfolios LLC
2012673,"Sugar Maple Asset Management, LLC"
2077718,Sullivan Wood Capital Management LLC
2056727,"Sulzberger Capital Advisors, Inc."
937760,SUMITOMO LIFE INSURANCE CO
1411530,"Sumitomo Mitsui DS Asset Management Company, Ltd"
1022837,"SUMITOMO MITSUI FINANCIAL GROUP, INC."
1475365,"Sumitomo Mitsui Trust Group, Inc."
1954929,Summa Corp.
1604873,Summer Road LLC
1846436,"SummerHaven Investment Management, LLC"
2017598,Summerhill Capital Management lnc.
1509974,"Summit Asset Management, LLC"
1333709,Summit Creek Advisors LLC
2065794,Summit Financial Consulting LLC
1625246,"Summit Financial Strategies, Inc."
1632283,"Summit Financial Wealth Advisors, LLC"
1765536,"Summit Financial, LLC"
1697953,Summit Global Investments
1914395,"Summit Investment Advisory Services, LLC"
830588,SUMMIT PARTNERS L P
1638555,"SUMMIT PARTNERS PUBLIC ASSET MANAGEMENT, LLC"
1801413,"Summit Place Financial Advisors, LLC"
2132683,"Summit Portfolio Management, LTD."
1540951,"Summit Rock Advisors, LP"
1531593,SUMMIT SECURITIES GROUP LLC
1595533,"Summit Street Capital Management, LLC"
1698478,"Summit Trail Advisors, LLC"
1766995,"SUMMIT WEALTH & RETIREMENT PLANNING, INC."
2081278,SUMMIT WEALTH GROUP LLC / CO
1802865,"Summit Wealth Group, LLC"
2033312,"Summit Wealth Partners, LLC"
2134540,Summitas Investment Management LLC
2108283,SUMMITPOINT CAPITAL MANAGEMENT
1280043,SUMMITRY LLC
2052310,"SummitTX Capital, L.P."
2067342,Sun Financial Inc
2111007,Sun Group Wealth Partners
1097362,SUN LIFE FINANCIAL INC
2057278,"Sunbeam Capital Management, LLC"
1632932,"Sunbelt Securities, Inc."
1800158,"Sunburst Financial Group, LLC"
1315059,Suncoast Equity Management
1748269,"Sunesis Advisors, LLC"
1818759,"Sunflower Bank, N.A."
2012181,"Sunpointe, LLC"
2110891,"Sunrise Financial Services, LLC"
1663900,Sunriver Management LLC
2111996,"Sunstone Asset Management, L.P."
1931118,SUPERSTRING CAPITAL MANAGEMENT LP
1483065,Supplemental Annuity Collective Trust of NJ
1960830,SurgoCap Partners LP
1900195,SURIENCE PRIVATE WEALTH LLC
1444949,"SUSQUEHANNA ADVISORS GROUP, INC."
1879628,"Susquehanna Capital Management, LLC"
1446179,"SUSQUEHANNA FUNDAMENTAL INVESTMENTS, LLC"
1446194,"SUSQUEHANNA INTERNATIONAL GROUP, LLP"
1996449,"Susquehanna Portfolio Strategies, LLC"
1290668,"Sustainable Growth Advisers, LP"
1580677,"Sustainable Insight Capital Management, LLC"
1930301,SUTTON PLACE INVESTORS LLC
1569064,"SUVRETTA CAPITAL MANAGEMENT, LLC"
1626116,SVB WEALTH LLC
1643792,Svenska Handelsbanken AB (publ)
1838428,SVF Sponsor III (DE) LLC
2094004,"SVRN Asset Management, LLC"
1824821,SW Investment Management LLC
1952722,SWAN Capital LLC
1591505,"Swan Global Investments, LLC"
946431,Swedbank AB
1979556,"SWEENEY & MICHEL, LLC"
2065728,SWF LLC
1947503,"Swisher Financial Concepts, Inc."
1637689,Swiss Life Asset Management Ltd
1582202,Swiss National Bank
1519921,SWISS RE LTD
1805754,swisspartners Advisors Ltd
2055526,"SwitchPoint Financial Planning, LLC"
1839255,"SWMG, LLC"
2014200,SWP FINANCIAL LLC
1731731,SWS Partners
1811522,Sycale Advisors (NY) LLC
1632833,"SYCAMORE PARTNERS MANAGEMENT, L.P."
1728681,SYCOMORE ASSET MANAGEMENT
1988408,SYKON CAPITAL LLC
2003074,SYLEBRA CAPITAL LLC
2044121,"Sylvest Advisors, LLC"
764739,SYM FINANCIAL Corp
2006045,"SymBiosis Capital Partners, LLC"
1811513,Symetra Investment Management Co
1691919,Symmetry Investments LP
1697493,"Symmetry Partners, LLC"
1389234,SYMMETRY PEAK MANAGEMENT LLC
2031979,"Symphony Financial Services, Inc."
1800687,"Symphony Financial, Ltd. Co."
1725042,Syncona Portfolio Ltd
1699080,"Synergy Asset Management, LLC"
1905669,"Synergy Financial Group, LTD"
2053786,"Synergy Investment Management, LLC"
1999827,"SYNTAX RESEARCH, INC."
1964298,"Syntegra Private Wealth Group, LLC"
1999353,SYON CAPITAL LLC
1766392,SYQUANT CAPITAL SAS
1882691,"Systelligence, LLC"
1806755,"Systematic Alpha Investments, LLC"
1085936,SYSTEMATIC FINANCIAL MANAGEMENT LP
1818160,Systrade AG
1682057,Syverson Strege & Co
1897612,"T. Rowe Price Investment Management, Inc."
2052441,"T3 Companies, LLC"
2060663,TABLEAUX LLC
1834780,"Tabor Asset Management, LP"
1805603,"TABR Capital Management, LLC"
1846287,Tacita Capital Inc
1390113,Taconic Capital Advisors LP
2002409,"Tactive Advisors, LLC"
1903044,"TAGStone Capital, Inc."
1755911,Taikang Asset Management (Hong Kong) Co Ltd
2109222,"Tailwinds Wealth, LLC"
1652062,Tairen Capital Ltd
1254890,TAIYO LIFE INSURANCE CO
2026352,Talaria Asset Management Pty Ltd
1966180,"Talbot Financial, LLC"
1962685,Talisman Wealth Advisors LLC
1990467,"Talon Private Wealth, LLC"
2041062,Talos Eurisko Asset Management LP
1594591,TAM Capital Management Inc.
1703081,"Tamar Securities, LLC"
1892929,Tanager Wealth Management LLP
816788,TANAKA CAPITAL MANAGEMENT INC
873759,TANDEM CAPITAL MANAGEMENT CORP /ADV
2049157,"Tandem Financial, LLC"
1694284,"Tandem Investment Advisors, Inc."
2056333,Tandem Investment Partners LLC
1842557,Tandem Wealth Advisors LLC
2110449,TANDEMGROWTH FINANCIAL ADVISORS LLC
1232621,TANG CAPITAL MANAGEMENT LLC
1965616,"Tanglewood Legacy Advisors, LLC"
1454308,"Tanglewood Wealth Management, Inc."
2110834,Tannin Capital LLC
1802967,Tao Capital Management LP
2074098,Taproot Management LP
1599603,"Tarbox Family Office, Inc."
1758288,Targeted Financial Services LLC
1777371,"Tarsadia Capital, LLC"
1999208,"Tassel Capital Management, Inc."
1844266,"Taylor & Morgan Wealth Management, LLC"
2012516,"Taylor Financial Group, Inc."
1632665,Taylor Frigon Capital Management LLC
2042493,Taylor Hoffman Capital Management LLC
2115182,"Taylor Securities Services, Inc."
1483503,TB Alternative Assets Ltd.
2077092,TB Capital Gestao de Recursos Ltda.
1787125,"TBH Global Asset Management, LLC"
2121836,"TCFG Investment Advisors, LLC"
1548059,"TCFG WEALTH MANAGEMENT, LLC"
1930483,"TCG Capital Management, LP"
1839948,"TCG Crossover Management, LLC"
1647251,TCI FUND MANAGEMENT LTD
1583751,"TCI Wealth Advisors, Inc."
1911491,"TCM Advisors, LLC"
1961898,"TCP Asset Management, LLC"
1483870,"TCTC Holdings, LLC"
1135439,"TCV Trust & Wealth Management, Inc."
850401,TCW GROUP INC
1056053,TD Asset Management Inc
1483824,TD Capital Management LLC
1551017,TD PRIVATE CLIENT WEALTH LLC
1999606,TD Waterhouse Canada Inc.
1832237,Te Ahumairangi Investment Management Ltd
796848,TEACHER RETIREMENT SYSTEM OF TEXAS
315038,TEACHERS INSURANCE & ANNUITY ASSOCIATION OF AMERICA
714142,TEACHERS RETIREMENT SYSTEM OF THE STATE OF KENTUCKY
1164062,TEALWOOD ASSET MANAGEMENT INC
1845163,"Team Financial Group, LLC"
1964760,"Team Hewins, LLC"
1629931,"Teamwork Financial Advisors, LLC"
1910154,"Teca Partners, LP"
1698264,"Technology Crossover Management IX, Ltd."
1626282,"Technology Crossover Management VIII, Ltd."
1787727,"Technology Crossover Management X, Ltd."
1977402,"Technology Crossover Management XI, Ltd."
1859918,TECTONIC ADVISORS LLC
2033413,Ted Buchan & Co
1574886,"Teewinot Capital Advisers, L.L.C."
1531879,Teilinger Capital Ltd.
1879713,Tejara Capital Ltd
1558971,"Tekne Capital Management, LLC"
1420816,"Telemark Asset Management, LLC"
1470723,"Telligent Fund, LP"
1567889,"Telos Capital Management, Inc."
2056807,Tema ETFs LLC
1021944,Temasek Holdings (Private) Ltd
1961304,"Templeton & Phillips Capital Management, LLC"
2112005,"Tempo Wealth, LLC"
1806428,"Tempus Wealth Planning, LLC"
2107751,"Tencap Wealth Coaching, LLC"
1755784,"TenCore Partners, LP"
1849517,Tenere Capital LLC
1826790,Tennessee Valley Asset Management Partners
2020781,Tenon Financial LLC
1346554,"TENOR CAPITAL MANAGEMENT Co., L.P."
1874146,Tenret Co LLC
1598843,Tensile Capital Management LP
2096531,"Tensor Edge Capital, LLC"
2111360,Tenzing Financial LLC
1624095,"Tenzing Global Management, LLC"
2055925,"Tepp RIA, LLC"
1904821,"Teramo Advisors, LLC"
1658652,Terra Nova Asset Management LLC
314169,"Terril Brothers, Inc."
2086025,"Teton Advisors, LLC"
883597,TETRAD CORP
1515070,Tetragon Partners GP Ltd
2055352,"Teucrium Investment Advisors, LLC"
1940416,Tevis Investment Management
2056556,Texas Bank & Trust Co
1802655,Texas Capital Bank Wealth Management Services Inc
1698632,Texas County & District Retirement System
1223779,TEXAS PERMANENT SCHOOL FUND CORP
1176347,TEXAS TREASURY SAFEKEEPING TRUST CO
1332342,Texas Yale Capital Corp.
1655789,Teza Capital Management LLC
1965201,TFB Advisors LLC
1827844,"TFC Financial Management, Inc."
2056069,"TFJ Management, LLC"
1698750,"TFO Wealth Partners, LLC"
2059325,"TFR Capital, LLC."
1714267,THAMES CAPITAL MANAGEMENT LLC
2100981,"Thayer Financial, L.L.C."
2010185,"Thayer Partners, LLC / MA"
1511881,Theleme Partners LLP
2107564,Themes Management Co LLC
1899158,THEORY FINANCIAL LLC
1562087,Thiel Macro LLC
1635999,Think Investments LP
1099281,THIRD AVENUE MANAGEMENT LLC
1040273,Third Point LLC
2083406,"Third View Private Wealth, LLC"
1450701,"THOMA BRAVO, L.P."
2060298,Thoma Capital Management LLC
1509510,"Thomas J. Herzfeld Advisors, Inc."
1505207,THOMAS STORY & SON LLC
1767809,"Thomist Capital Management, LP"
1017284,"THOMPSON DAVIS & CO., INC."
1277279,"THOMPSON INVESTMENT MANAGEMENT, INC."
1008322,THOMPSON SIEGEL & WALMSLEY LLC
2057073,"THOR TRADING ADVISORS, LLC"
1145020,THORNBURG INVESTMENT MANAGEMENT INC
1688511,ThornTree Capital Partners LP
1091370,"THOROUGHBRED FINANCIAL SERVICES, LLC"
1814104,"THREADGILL FINANCIAL, LLC"
2109462,Three Arch Wealth Management LLC
1950962,"Three Bridge Wealth Advisors, LLC"
2056001,"Three Cord True Wealth Management, LLC"
2056795,"Three Magnolias Financial Advisors, LLC"
2044495,"Three Seasons Wealth, LLC"
1765681,"Thrive Capital Management, LLC"
1845943,"Thrive Capital Management, LLC"
1847610,"Thrive Wealth Management, LLC"
314984,Thrivent Financial for Lutherans
2113283,THRYVE WEALTH MANAGEMENT LLC
319933,"THURSTON, SPRINGER, MILLER, HERD & TITAK, INC."
1802284,"TI-TRUST, INC"
1997405,"TIAA TRUST, NATIONAL ASSOCIATION"
2124867,TIAA Wealth Investment Management LLC
882928,"TIAA-CREF INDIVIDUAL & INSTITUTIONAL SERVICES, LLC"
2105416,TICINO WEALTH
1600064,Tidal Investments LLC
2029464,Tide Cove Capital Partners LLC
2009591,"Tidemark, LLC"
1575151,"TIEMANN INVESTMENT ADVISORS, LLC"
1381954,"Tieton Capital Management, LLC"
1271347,"TIFF ADVISORY SERVICES, LLC"
1358253,"TIG Advisors, LLC"
1167483,TIGER GLOBAL MANAGEMENT LLC
1664492,Tiger Pacific Capital LP
2052586,"TigerOak Management, L.L.C."
1606477,Tikvah Management LLC
1910210,"TILIA FIDUCIARY PARTNERS, INC."
1663649,"Tiller Private Wealth, Inc."
1966355,Tillman Hartley LLC
1964820,"Tilson Financial Group, Inc."
1510848,Timber Creek Capital Management LLC
1851296,Timelo Investment Management Inc.
1313816,"TimesSquare Capital Management, LLC"
2110045,"Timmons Wealth Management, LLC"
1034541,TIMUCUAN ASSET MANAGEMENT INC/FL
1455452,"Tiptree Advisors, LLC"
1845930,TITAN GLOBAL CAPITAL MANAGEMENT USA LLC
2112547,Titan Investment Management LLC
2103356,Titan Investment Solutions Ltd
2109452,Titan Wealth (CI) Ltd
2118914,Titiun Yejiel
1977759,"TITLEIST ASSET MANAGEMENT, LLC"
1843275,"TKG Advisors, LLC"
1802868,TL Private Wealth
1768824,TLS Advisors LLC
2081869,TLT Family Holdco ULC
1767217,"TLW Wealth Management, LLC"
1732537,TLWM
2111931,"TMB Capital Partners, LLC"
2056230,"TME FINANCIAL, INC."
1847582,TMT General Partner Ltd
1527488,TOBAM
1802080,"TOBIAS FINANCIAL ADVISORS, INC."
883961,TOCQUEVILLE ASSET MANAGEMENT L.P.
1071483,TODD ASSET MANAGEMENT LLC
932000,TOEWS CORP /ADV
1504169,TOKIO MARINE ASSET MANAGEMENT CO LTD
1005817,TOMPKINS FINANCIAL CORP
1743937,TOMS Capital Investment Management LP
1880087,"Topel & Distasi Wealth Management, LLC"
1792549,"Topline Capital Management, LLC"
2113285,Topor & Co. Korea
2056627,"Topsail Wealth Management, LLC"
2109367,"TopTier Wealth Management, LLC"
1974312,"TORNO CAPITAL, LLC"
1749611,"Toronado Partners, LLC"
947263,TORONTO DOMINION BANK
2011256,Torque Asset Management LLC
98758,Torray Investment Partners LLC
2096203,"Torren Management, LLC"
2087822,Torrey Growth & Income Advisors
2112151,"Torrey-Payne Wealth Management, LLC"
1280965,"TORTOISE CAPITAL ADVISORS, L.L.C."
1599511,"Tortoise Investment Management, LLC"
2118051,"Tortuga Wealth Management, Inc"
1804909,"Total Clarity Wealth Management, Inc."
1068804,TOTAL INVESTMENT MANAGEMENT INC
2058383,"Total Wealth Planning & Management, Inc."
1759364,"Totem Point Management, LLC"
866780,TOTH FINANCIAL ADVISORY CORP
2039850,"TOUNJIAN ADVISORY PARTNERS, LLC"
2054965,Towarzystwo Funduszy Inwestycyjnych Allianz Polska S.A.
2071170,TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH PZU SA
1278249,TOWER BRIDGE ADVISORS
1533421,Tower Research Capital LLC (TRC)
2067591,TOWER TRUST & INVESTMENT Co
1729045,Tower View Wealth Management LLC
1852808,"Tower Wealth Partners, Inc."
1633288,Towercrest Capital Management
1731445,"Towerpoint Wealth, LLC"
1166573,TOWERVIEW LLC
1224014,TOWLE & CO
1327944,Town & Country Bank & Trust CO dba First Bankers Trust CO
2019534,TOWN LANE MANAGEMENT LP
1102256,"Towne Trust Company, N.A"
2004980,"Towneley Capital Management, Inc / DE"
1729359,"Townsend & Associates, Inc"
709089,TOWNSEND ASSET MANAGEMENT CORP /NC/ /ADV
2110688,"Townsend Financial Planning, LLC"
1761755,TOWNSQUARE CAPITAL LLC
1094517,TOYOTA MOTOR CORP/
2033388,TPG Advisors LLC
1706669,"TPG Financial Advisors, LLC"
1903793,"TPG GP A, LLC"
2055838,"Trace Wealth Advisors, LLC"
2007748,"Traction Financial Partners, LLC"
1642044,TradeLink Capital LLC
2011736,"Trademark Financial Management, LLC"
2066232,"TradeWell Securities, LLC."
1616026,"Tradewinds Capital Management, LLC"
1932342,"Tradewinds, LLC."
1843010,"Tradition Wealth Management, LLC"
1911013,"Trail Ridge Investment Advisors, LLC"
2109534,Trailhead Planners LLC
2077247,"Trails Edge Capital Partners, LP"
1934415,Trajan Wealth LLC
1009262,"TRAN CAPITAL MANAGEMENT, L.P."
1783773,"Tranquility Partners, LLC"
1847769,Tranquilli Financial Advisor LLC
1896476,Trans-Canada Capital Inc.
1502149,"Transamerica Financial Advisors, LLC"
2023570,"Transce3nd, LLC"
1776082,"TRANSCEND CAPITAL ADVISORS, LLC"
2013703,Transcendent Capital Group LLC
2134828,Transmarket Holdings LP
2023380,TRAPHAGEN INVESTMENT ADVISORS LLC
2109050,Trask Adam Roland
2079207,Traub Capital Management LLC
2009176,"Traveka Wealth, LLC"
86312,"TRAVELERS COMPANIES, INC."
1666786,"Traynor Capital Management, Inc."
1513300,TRB Advisors LP
2130988,"TRB Wealth Management, LLC"
1911307,Treasure Coast Financial Planning
1761054,Treasurer of the State of North Carolina
2094435,"TRED AVON FAMILY WEALTH, LLC"
1650290,Tredje AP-fonden
1535096,Tree Line Advisors (Hong Kong) Ltd.
1768195,"Trek Financial, LLC"
1989031,Trellis Wealth Advisors LLC
1353312,TREMBLANT CAPITAL GROUP
1901929,Trevian Wealth Management LLC
1633445,Trexquant Investment LP
1826434,Tri Locum Partners LP
1615717,Triad Investment Management
2012717,"Triad Wealth Partners, LLC"
1843848,TriaGen Wealth Management LLC
1345471,"TRIAN FUND MANAGEMENT, L.P."
1541353,Triangle Securities Wealth Management
1938757,Triasima Portfolio Management inc.
2014039,Triata Capital Ltd
2011325,Triavera Capital LLC
2083677,Tribridge Partners Financial LLC
2000730,Tribune Investment Group LP
1441888,"Tributary Capital Management, LLC"
1962615,"Trifecta Capital Advisors, LLC"
2056690,"TRIGLAV INVESTMENTS, D.O.O."
1336800,"Trigran Investments, Inc."
884541,"TRILLIUM ASSET MANAGEMENT, LLC"
1722512,Trilogy Capital Inc.
1809574,Trinity Financial Advisors LLC
1652529,"Trinity Legacy Partners, LLC"
1592579,Trinity Street Asset Management LLP
1685364,"Trinity Wealth Management, LLC"
1718570,TrinityBridge Ltd
1748729,Triodos Investment Management BV
1454502,Triple Frond Partners LLC
2079812,"Tripletail Wealth Management, LLC"
1811805,Triton Financial Group Inc
1791126,"Triton Wealth Management, PLLC"
2111167,"TritonPoint Partners, LLC"
2008171,"TRITONPOINT WEALTH, LLC"
1963860,Trium Capital LLP
1730765,Triumph Capital Management
2040393,"Triune Financial Partners, LLC"
1977992,"Trivant Custom Portfolio Group, LLC"
2062730,Triveni Capital Investments LP
1555623,Trivest Advisors Ltd
1766564,"Trivium Point Advisory, LLC"
1910321,Troluce Capital Advisors LLC
2110807,"Troutman Wealth Management, LLC"
1601407,Troy Asset Management Ltd
1849497,"TRU INDEPENDENCE ASSET MANAGEMENT 2, LLC"
1785445,tru Independence LLC
2011315,True Blue (BVI) Ltd
2010212,"True Blue Financial, LLC"
2107386,True Light Capital Pte. Ltd.
1846236,"True Link Financial Advisors, LLC"
1634556,"True North Advisors, LLC"
1667074,TRUE Private Wealth Advisors
2013460,True Vision MN LLC
1966033,"True Wealth Design, LLC"
1824827,"True Wind Capital Management, L.P."
2005380,"Trueblood Wealth Management, LLC"
1766067,"TRUEFG, LLC"
1974457,"TrueMark Investments, LLC"
1427748,"Truepoint, Inc."
1817714,"TrueWealth Advisors, LLC"
1908108,TrueWealth Financial Partners
1595862,"Truffle Hound Capital, LLC"
92230,TRUIST FINANCIAL CORP
1639695,"TruNorth Capital Management, LLC"
2108201,"truNorth Financial Services, Inc."
1608376,Trust Asset Management LLC
1632554,Trust Co
1803988,Trust Co of Kansas
1083323,TRUST CO OF OKLAHOMA
2025098,Trust Co of Tennessee
2008165,Trust Co of the South
1008937,TRUST CO OF TOLEDO NA /OH/
1597690,Trust Investment Advisors
1635633,TRUST POINT INC.
2107256,TrustBank
357301,TRUSTCO BANK CORP N Y
1420995,Trustees of Columbia University in the City of New York
1599404,Trustees of Dartmouth College
351083,TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA
861176,TRUSTMARK BANK TRUST DEPARTMENT
2133429,"TrustWell Financial Advisors, LLC"
1750405,Truvestments Capital LLC
1834985,"TruWealth Advisors, LLC"
1721168,Truxt Investmentos Ltda.
1688325,"TRV GP IV, LLC"
1990717,"TRV GP V, LLC"
1990716,"TRV GP VI, LLC"
1807902,Trybe Capital Management LP
1963669,TSA Wealth Managment LLC
1574850,Tsai Capital Corp
1800513,"TSFG, LLC"
2111347,"TSG Advice Partners, LLC"
1910156,TSG Consumer Partners LP
1317208,"TSP Capital Management Group, LLC"
2056338,TT Capital Management LLC
1809187,TT International Asset Management LTD
1682576,"TTP Investments, Inc."
2045307,Tudor Financial Inc.
923093,TUDOR INVESTMENT CORP ET AL
1055963,Tufton Capital Management
1769060,"Tull Financial Group, Inc."
2114442,"Tulsa Wealth Advisors, INC"
2034579,"Tumwater Wealth Management, LLC"
2077058,Turas Capital Management LP
1652174,Turim 21 Investimentos Ltda.
1554179,Turiya Advisors Asia Ltd
2070026,Turn8 Private Wealth Inc.
2106280,"Turner Capital Investments, LLC"
2008513,"Turning Point Benefit Group, Inc."
1484148,TURTLE CREEK ASSET MANAGEMENT INC.
2007171,"Turtle Creek Wealth Advisors, LLC"
1581641,"Tuttle Capital Management, LLC"
1290448,TVL MANAGEMENT CORP
732905,"Tweedy, Browne Co LLC"
1411268,"Twele Capital Management, Inc."
1877090,Twelve Points Wealth Management LLC
1059187,TWIN CAPITAL MANAGEMENT INC
2109366,Twin Cities Retirement Group LLC
2021982,"TWIN CITY PRIVATE WEALTH, LLC"
1387761,"TWIN FOCUS CAPITAL PARTNERS, LLC"
1847794,"Twin Lakes Capital Management, LLC"
2055318,Twin Lions Management LLC
2006218,"TWIN PEAKS WEALTH ADVISORS, LLC"
1351351,"Twin Securities, Inc."
1535588,"Twin Tree Management, LP"
1769646,TWINBEECH CAPITAL LP
1606430,"Two Creeks Capital Management, LP"
1962382,"Two Point Capital Management, Inc."
1823138,Two Seas Capital LP
1478735,"TWO SIGMA ADVISERS, LP"
1179392,"TWO SIGMA INVESTMENTS, LP"
1450144,"TWO SIGMA SECURITIES, LLC"
2026617,Two West Capital Advisors LLC
2004818,Tyche Wealth Partners LLC
1219314,TYNDALL CAPITAL PARTNERS L P
1915395,Tyro Capital Management LLC
754811,U S GLOBAL INVESTORS INC
1554427,"U S WEALTH GROUP, LLC."
1808915,"U.S. Capital Wealth Advisors, LLC"
1543151,"Uber Technologies, Inc"
861177,"UBS AM, a distinct business unit of UBS ASSET MANAGEMENT AMERICAS LLC"
1610520,UBS Group AG
1735775,UCLA Foundation
1907240,"UDINE WEALTH MANAGEMENT, INC."
1697814,UG Investment Advisers Ltd.
1035344,"UHLMANN PRICE SECURITIES, LLC"
1911497,"Ulland Investment Advisors, LLC"
1697725,"Ullmann Wealth Partners Group, LLC"
1510912,Ulysses Management LLC
933429,"UMB Bank, n.a."
1911286,"UNC Management Company, Inc."
1729754,Uncommon Cents Investing LLC
1910387,"Unconventional Investor, LLC"
1541197,Unicom Capital LLC
1996154,"UNICOM Systems, Inc."
2054855,Unified Investment Management
2126814,Unify Financial Advisors
1730565,UNIO CAPITAL LLC
1716607,"Union Bancaire Privee, UBP SA"
1862428,"Union Heritage Capital, LLC"
1985855,UNION SAVINGS BANK
1666231,"Union Square Park Capital Management, LLC"
1520710,"Uniplan Investment Counsel, Inc."
1957124,"UNIQUE WEALTH, LLC"
1695818,Unison Advisors LLC
1840755,Unison Asset Management LLC
2012090,Unisphere Establishment
1989400,UniSuper Management Pty Ltd
2004873,"United Advisor Group, LLC"
100517,"United Airlines Holdings, Inc."
1349353,United American Securities Inc. (d/b/a UAS Asset Management)
1539948,"United Asset Strategies, Inc."
1286478,UNITED BANK
1697791,United Bank
1463217,"UNITED CAPITAL FINANCIAL ADVISORS, LLC"
1753219,"United Capital Management of KS, Inc."
2000314,United Community Bank
2088337,United Financial Planning Group LLC
1021249,UNITED SERVICES AUTOMOBILE ASSOCIATION
1730896,United Super Pty Ltd in its capacity as Trustee for the Construction & Building Unions Superannuation Fund
2055362,"United Wealth Management, LLC"
2056414,"Uniting Wealth Partners, LLC"
2057170,Universal- Beteiligungs- und Servicegesellschaft mbH
2103357,University of Cambridge Investment Management Ltd
314957,UNIVERSITY OF CHICAGO
1994249,University of Illinois Foundation
1624050,"University of Maryland Foundation, Inc."
1802874,"University of Massachusetts Foundation, Inc."
1896071,University of Pittsburgh - Of the Commonwealth System of Higher Education
1019231,UNIVERSITY OF TEXAS/TEXAS AM INVESTMENT MANAGEMENT CO
1697228,University of Wisconsin Foundation
102212,UNIVEST FINANCIAL Corp
1808696,UNTITLED INVESTMENTS LP
2117787,"Up Capital Management, Inc."
2011649,UP STRATEGIC WEALTH INVESTMENT ADVISORS LLC
1911228,"Upper Left Wealth Management, LLC"
2005353,"UPTICK PARTNERS, LLC"
2066147,Uptown Financial Advisors LLC
2005378,Urban Financial Advisory Corp
1845521,"Urban Wealth Management, LLC"
2111352,URS Advisory LLC
1693838,"Ursa Fund Management, LLC"
36104,US BANCORP \DE\
1633716,USA FINANCIAL FORMULAS
1735605,"USAdvisors Wealth Management, LLC"
1633971,USCF Advisers LLC
1587381,USS Investment Management Ltd
1548392,Utah Retirement Systems
1943239,V-Square Quantitative Management LLC
2022843,V2 Financial group LLC
1887845,V3 Holding Ltd
1943819,Valence8 US LP
1722641,"Valeo Financial Advisors, LLC"
1452689,"Valiant Capital Management, L.P."
1080201,VALICENTI ADVISORY SERVICES INC
1401388,"VALINOR MANAGEMENT, L.P."
1851418,"Valley Brook Capital Group, Inc."
2010327,"Valley Financial Group, Inc."
1697868,"Valley Forge Capital Management, LP"
920655,VALLEY FORGE INVESTMENT CONSULTANTS INC ADV
773411,VALLEY NATIONAL ADVISERS INC
924166,"VALLEY WEALTH MANAGERS, INC."
1846639,Valliance Asset Management Ltd
1380443,"Valmark Advisers, Inc."
1846237,Valor Management LLC
2077991,"Valpey Financial Services, LLC"
1761450,Valtinson Bruner Financial Planning LLC
2072223,"Valtrion Capital Management, LLC"
1963565,"Value Aligned Research Advisors, LLC"
1992355,Value Base Ltd.
1695658,VALUE HOLDINGS MANAGEMENT CO. LLC
2110205,"Value Investment Professionals, LLC"
1800916,Value Partners Investments Inc.
1418814,"ValueAct Holdings, L.P."
2044874,"Valued Retirements, Inc."
2007175,Valued Wealth Advisors LLC
1973921,Values Added Financial LLC
1913608,"Values First Advisors, Inc."
1282189,VALUEWORKS LLC
1524408,Van Berkom & Associates Inc.
1482935,"Van Cleef Asset Management,Inc"
1142062,"VAN DEN BERG MANAGEMENT I, INC"
2111825,"Van Diest Capital, LLC"
869178,VAN ECK ASSOCIATES CORP
1600145,"Van Hulzen Asset Management, LLC"
1367401,VAN LANSCHOT KEMPEN INVESTMENT MANAGEMENT N.V.
1080173,VAN STRUM & TOWNE INC.
1910854,"VANCE WEALTH, LLC"
1846311,Vancity Investment Management Ltd
1825985,Vanderbilt University
947529,VANGUARD ADVISERS INC
1680208,"VANGUARD ASSET MANAGEMENT, Ltd"
2100119,VANGUARD CAPITAL MANAGEMENT LLC
1730578,Vanguard Capital Wealth Advisors
933478,VANGUARD FIDUCIARY TRUST CO
1811242,"Vanguard Global Advisers, LLC"
1550100,"Vanguard Investments Australia, Ltd."
217448,VANGUARD MARKETING CORPORATION
1984256,Vanguard National Trust Co
1767306,"Vanguard Personalized Indexing Management, LLC"
2100121,VANGUARD PORTFOLIO MANAGEMENT LLC
2018412,Vann Equity Management LLC
2011808,"Vannoy Advisory Group, Inc."
1534561,"Vantage Investment Partners, LLC"
2048892,Vantage Point Financial LLC
1087912,VANTAGEPOINT INVESTMENT ADVISERS LLC
1740451,"VanWeelden Wealth Management, LLC"
2078837,VARCOV Co.
1559130,"Varde Management, L.P."
1902567,Varenne Capital Partners
