cik,name
2055584,Catalyst Investment Management LLC
1831193,"CATALYST PRIVATE WEALTH, LLC"
1843303,Catawba River Capital
2103454,Catherine Avery Investment Management LLC
2045974,"CATHY PARETO & ASSOCIATES, INC"
1560123,"Catterton Management Company, L.L.C."
2064807,"Cauble & Harre Wealth Management, Inc."
1165797,CAUSEWAY CAPITAL MANAGEMENT LLC
2132639,Causey Wealth LLC
1655543,"Cavalier Investments, LLC"
2051323,CAXTON ASSOCIATES LLP
1388551,CAXTON CORP
1159363,CAZ INVESTMENTS LP
1795934,"CBIZ Investment Advisory Services, LLC"
2055702,"CBM Financial, LLC"
1033984,CBRE INVESTMENT MANAGEMENT LISTED REAL ASSETS LLC
1771169,"CCG WEALTH MANAGEMENT, LLC"
931097,CCM INVESTMENT ADVISERS LLC
1719387,CDAM (UK) Ltd
2077836,"CDC Financial, Inc."
2109928,CDKV HOLDINGS LLC
2107537,"CDM FINANCIAL COUNSELING SERVICES, INC."
1798986,"Cedar Mountain Advisors, LLC"
1954337,"Cedar Point Capital Partners, LLC"
1665642,"Cedar Wealth Management, LLC"
2114448,Cedarwood Wealth LLC
1861244,Cederberg Capital Ltd
2134767,Cedrus Wealth Group LLC
1860698,"CEERA INVESTMENTS, LLC"
1722439,"Ceeto Capital Group, LLC"
891943,"CENTAURUS FINANCIAL, INC."
1951376,"Centennial Advisors, LLC"
1994744,Centennial Bank/AR/
1839421,Centennial Wealth Advisory LLC
1844878,Center For Asset Management LLC
1803557,"Center for Financial Planning, Inc."
2121390,Center for Wealth Management Advisory
1872738,CenterBook Partners LP
1484836,"Centerbridge Partners, L.P."
1802059,"Centerline Wealth Advisors, LLC"
1733788,"Centerpoint Advisors, LLC"
2054093,Centerpoint Advisory Group
1725296,CENTERSQUARE INVESTMENT MANAGEMENT LLC
1722053,"CenterStar Asset Management, LLC"
1692507,"Centiva Capital, LP"
1583672,Central Asset Investments & Management Holdings (HK) Ltd
1175954,CENTRAL BANK & TRUST CO
1914083,CENTRAL BANK OF BRAZIL
2020066,Central Pacific Bank - Trust Division
18748,Central Securities Corp
44365,CENTRAL TRUST Co
2010698,"CENTRAL VALLEY ADVISORS, LLC"
1752761,Centric Wealth Management
1951368,Centurion Wealth Management LLC
1054522,CenturyLink Investment Management Co
1525907,"Cerberus Capital Management, L.P."
1936416,Cercano Management LLC
1738726,Ceredex Value Advisors LLC
1566475,Cerity Partners LLC
1519611,Cerity Partners OCIO LLC
2128338,Cerity Partners Retirement Plan Advisors LLC
1842669,Cerro Pacific Wealth Advisors LLC
1731732,Certified Advisory Corp
2055620,"CERTIOR FINANCIAL GROUP, LLC"
1800752,"CERTUITY, LLC"
1666741,Cetera Investment Advisers
2005547,"Cetera Trust Company, N.A"
1365341,Cevian Capital II GP LTD
1854428,CFC Planning Co LLC
2133547,"CFG Wealth Management Services, Inc."
1801097,CFM WEALTH PARTNERS LLC
2114167,CFO CAPITAL MANAGEMENT LLC
1706351,"CFO4Life Group, LLC"
1845688,"CFS Investment Advisory Services, LLC"
1992785,"CGC Financial Services, LLC"
1841506,CGN Advisors LLC
1250731,CHAI TRUST CO LLC
2057602,Challenger Wealth Management
1315478,"Champlain Investment Partners, LLC"
1997453,"Chan Zuckerberg Initiative, LLC"
2059742,Chancellor Financial Group WB LP
1665018,"Chandler Asset Management, Inc."
2012041,"Chaney Capital Management, Inc."
1975550,CHANNEL WEALTH LLC
1302404,"Channing Capital Management, LLC"
1901222,"Channing Global Advisors, LLC"
872098,"CHAPIN DAVIS, INC."
2056577,"CHAPMAN FINANCIAL GROUP, LLC"
1751006,"Chapman Investment Management, LLC"
2056602,"Charis Legacy Partners, LLC"
884546,CHARLES SCHWAB INVESTMENT MANAGEMENT INC
1776551,Charles Schwab Trust Bank
1789219,Charles Schwab Trust Co
1634255,Charles-Lim Capital Ltd
2076040,"Charter Capital Management, LLC\DE"
2022905,Charter Oak Advisors LP
1810720,"Charter Oak Capital Management, LLC"
1666624,"CHARTER RESEARCH & INVESTMENT GROUP, INC."
1129770,CHARTIST INC /CA/
19475,CHASE INVESTMENT COUNSEL CORP
1108969,"CHATHAM CAPITAL GROUP, INC."
2102688,Chatterton & Associates Inc.
1598186,"Checchi Capital Advisers, LLC"
1032814,CHECK CAPITAL MANAGEMENT INC/CA
1977548,Checkpoint Capital L.P.
1276755,CHELSEA COUNSEL CO
1910183,Chemistry Wealth Management LLC
790354,CHEMUNG CANAL TRUST CO
2077903,Cherokee Insurance Co
1877829,"Cherry Creek Investment Advisors, Inc."
1985414,"Cherry Tree Wealth Management, LLC"
1907327,"CHERRYDALE WEALTH MANAGEMENT, LLC"
1079397,CHESAPEAKE ASSET MANAGEMENT LLC
1093908,CHESAPEAKE CAPITAL CORP /IL/
1730383,Chesapeake Wealth Management
1697162,Chescapmanager LLC
1164632,Chesley Taft & Associates LLC
1427147,"Cheviot Value Management, LLC"
93410,CHEVRON CORP
1462020,"Chevy Chase Trust Holdings, LLC"
1580162,"Chicago Capital Management, LLC"
1740053,"Chicago Capital, LLC"
1563525,Chicago Partners Investment Group LLC
1601539,CHICAGO TRUST Co NA
1592178,"Chicago Wealth Management, Inc."
1276460,CHICKASAW CAPITAL MANAGEMENT LLC
1926037,Chico Wealth RIA
1491126,"Chieftain Capital Management, Inc."
2092549,Children's Medical Center Corp
1849561,"CHILDRESS CAPITAL ADVISORS, LLC"
1056859,CHILTON CAPITAL MANAGEMENT LLC
1332632,CHILTON INVESTMENT CO INC.
1906594,"China Universal Asset Management Co., Ltd."
2106200,"China-UAE Investment Cooperation Fund, L.P."
1830922,"CHIRON CAPITAL MANAGEMENT, LLC"
1399794,Choate Investment Advisors
1842357,Choice Wealth Advisors LLC
2057199,"Chokshi & Queen Wealth Advisors, Inc"
1679031,"CHOREO, LLC"
1389403,Chou Associates Management Inc.
2032404,Chris Bulman Inc
2032544,"Christensen, King & Associates Investment Services, Inc."
2055071,"Christian Investment Advisors, Inc."
2097609,CHRISTINE MESSMER PC
1801792,"Chronos Wealth Management, LLC"
2054278,"Chung Wu Investment Group, LLC"
2095935,"Churchill Financial Advisors, LLC"
1163648,CI INVESTMENTS INC.
1021926,CIBC Asset Management Inc
1711924,CIBC Bancorp USA Inc.
1421224,CIBC WORLD MARKET INC.
2060725,CIBRA Capital Ltd
1621915,CIDEL ASSET MANAGEMENT INC
49969,CIGNA INVESTMENTS INC /NEW
1179791,CIM INVESTMENT MANAGEMENT INC
1364725,"CIM, LLC"
1279888,CINCINNATI CASUALTY CO
20286,CINCINNATI FINANCIAL CORP
1279886,CINCINNATI INDEMNITY CO
1279885,CINCINNATI INSURANCE CO
1426763,Cincinnati Specialty Underwriters Insurance CO
1787258,Cinctive Capital Management LP
1653012,Ciovacco Capital Management LLC
1578242,"Circle Wealth Management, LLC"
1742372,Circumference Group LLC
858877,"Cisco Systems, Inc."
1423053,CITADEL ADVISORS LLC
1811907,"Citadel Investment Advisory, Inc."
831001,CITIGROUP INC
810958,CITIZENS & NORTHERN CORP
1948632,Citizens Business Bank
759944,CITIZENS FINANCIAL GROUP INC/RI
1806425,Citizens National Bank Trust Department
2053242,Citrine Capital LLC
2030341,"City Center Advisors, LLC"
726854,CITY HOLDING CO
709447,CITY NATIONAL BANK OF FLORIDA /MSD
1034546,CITY OF LONDON INVESTMENT MANAGEMENT CO LTD
1910666,City State Bank
2112250,"Civilization Ventures Management, LLC"
1992748,"CJM Wealth Advisers, Ltd."
1600403,CKW FINANCIAL GROUP
1593410,Claar Advisors LLC
1911520,"Cladis Investment Advisory, LLC"
1376192,Clal Insurance Enterprises Holdings Ltd
2054098,Clare Market Investments LLC
1961628,Clarendon Private LLC
1735513,Claret Asset Management Corp
2081211,"Clarion Wealth Managment Partners, LLC"
1905092,"CLARIS ADVISORS, LLC / MO /"
2060278,Claris Financial LLC
1756759,"Clarity Asset Management, Inc."
2011219,"Clarity Capital Advisors, LLC"
1862145,Clarity Financial LLC
2103352,"Clarity Retirement & Wealth, LLC"
1767384,"Clarity Wealth Advisors, LLC"
2048774,Clarity Wealth Development LLC
2048750,"Clark & Stuart, Inc"
2062026,"Clark Asset Management, LLC"
1352187,"Clark Capital Management Group, Inc."
1056466,CLARK ESTATES INC/NY
1001011,CLARK FINANCIAL SERVICES GROUP INC                      /BD
2107657,Clark Wealth Partners
1562855,"Clarkston Capital Partners, LLC"
1764386,Claro Advisors Inc.
1844568,"Clarus Group, Inc."
1730149,Clarus Wealth Advisors
1915687,"Clay Northam Wealth Management, LLC"
2011212,Clayton Financial Group LLC
1550509,Clayton Partners LLC
1538642,"Clayton, Dubilier & Rice, LLC"
1911523,Clean Energy Transition LLP
1525865,Clean Yield Group
1784235,"Clear Creek Financial Management, LLC"
1511857,"Clear Harbor Asset Management, LLC"
1635523,"CLEAR INVESTMENT RESEARCH, LLC"
2010474,Clear Point Advisors Inc.
2112984,Clear Retirement Advice LLC
1881567,Clear Street Group Inc.
2097856,"Clear Trail Advisors, LLC"
2113615,CLEAR WAVE WEALTH MANAGEMENT LLC
1972331,ClearAlpha Technologies LP
1348883,"Clearbridge Investments, LLC"
1643569,CLEARFIELD CAPITAL MANAGEMENT LP
1688282,"CLEARLAKE CAPITAL GROUP, L.P."
1600136,Clearline Capital LP
842775,"Clearstead Advisors, LLC"
1708001,"Clearstead Trust, LLC"
1857588,Clearview Wealth Management LLC
1690531,"Clearwater Capital Advisors, LLC"
2111821,"Clearwave Capital, LLC"
2059872,CLG LLC
1802816,"CLIENT 1ST ADVISORY GROUP, LLC"
1822065,Client First Capital LLC
2018284,Client First Investment Management LLC
1915494,"Clientfirst Wealth Management, LLC"
1965522,"Clifford Group, LLC"
1034642,CLIFFORD SWAN INVESTMENT COUNSEL LLC
1659851,Cliffwater LLC
944361,"CLIFTONLARSONALLEN WEALTH ADVISORS, LLC"
2011229,Climber Capital SA
1986196,Clio Asset Management LLC
2103520,"Closed-End Fund Advisors, Inc."
2060492,"Cloud Capital Management, LLC"
1745907,CloudAlpha Capital Management Limited/Hong Kong
1276144,CLOUGH CAPITAL PARTNERS L P
1819581,"CLOVERFIELDS CAPITAL GROUP, LP"
1517638,Clutterbuck Capital Management LLC
1841857,"CM Management, LLC"
1764581,CM WEALTH ADVISORS LLC
1770940,CMC Financial Group
1839445,"CMG Global Holdings, LLC"
1657516,CMH Wealth Management LLC
1632813,CMT Capital Markets Trading GmbH
21175,CNA FINANCIAL CORP
1732074,CNB Bank
1224608,"CNO Financial Group, Inc."
1759662,"Coalescence Partners Investment Management, LP"
1665976,"Coastal Bridge Advisors, LLC"
2112134,Coastline Complete Wealth LLC
1324279,Coastline Trust Co
1934500,"Coastwise Capital Group, LLC"
1135730,COATUE MANAGEMENT LLC
1086762,"COBALT CAPITAL MANAGEMENT, INC."
1994512,Cobblestone Asset Management LLC
2039212,Code Waechter LLC
2030542,Codex Capital Asset Management L.L.C.
1860790,COERENTE CAPITAL MANAGEMENT
2104330,"COFG Advisors, LLC"
2078392,"Cogent Private Wealth, Inc."
2106852,COGENT STRATEGIC WEALTH LLC
2054047,"CogentBlue Wealth Advisors, LLC"
2056438,Cohalo Advisory LLC
1284812,"COHEN & STEERS, INC."
1508120,"Cohen Capital Management, Inc."
1845081,Cohen Investment Advisors LLC
1453620,Cohen Klingenstein LLC
2056441,Coign Capital Advisors LLC
2087493,CoinFund Management LLC
1082339,COLDSTREAM CAPITAL MANAGEMENT INC
1939136,Coleford Investment Management Ltd.
1409751,"Coliseum Capital Management, LLC"
2132074,"Collaborative Fund Advisors, LLC"
1896419,Collaborative Wealth Managment Inc.
2056719,"Collar Capital Management, LLC"
1845066,COLLECTIVE FAMILY OFFICE LLC
1902901,Collier Financial
1845859,"Colonial River Investments, LLC"
1567993,Colonial Trust Advisors
1954093,Colonial Trust Co / SC
1633573,"Colony Family Offices, LLC"
1664147,"Colorado Capital Management, Inc."
1216093,COLRAIN CAPITAL LLC
2107902,Colter Lewis Investment Partners LLC
1780330,"COLTON GROOME FINANCIAL ADVISORS, LLC"
1808179,COLUMBIA ADVISORY PARTNERS LLC
1585047,Columbia Asset Management
2017259,Columbia Bank
2057074,"Columbia River Financial Group, LLC"
1384982,"Columbus Hill Capital Management, L.P."
1727269,"Columbus Macro, LLC"
1833486,Column Group LLC
1574947,COMGEST GLOBAL INVESTORS S.A.S.
1567247,"Commerce Advisors, LLC"
1009076,COMMERCE BANK
852933,COMMERZBANK AKTIENGESELLSCHAFT /FI
1831942,Commodore Capital LP
2022949,COMMON FUND FOR NONPROFIT ORGANIZATIONS
1912835,"COMMONS CAPITAL, LLC"
8565,Commonwealth Bank of Australia
312272,"COMMONWEALTH EQUITY SERVICES, LLC"
1536755,"Commonwealth Financial Services, LLC"
1083190,COMMONWEALTH OF PENNSYLVANIA PUBLIC SCHOOL EMPLS RETRMT SYS
1963787,Commonwealth Retirement Investments LLC
1654847,"Community Bank & Trust, Waco, Texas"
1599923,Community Bank of Raymore
1632187,"Community Bank, N.A."
1537319,"Community Financial Services Group, LLC"
1047142,COMMUNITY TRUST & INVESTMENT CO
1615423,Compagnie Lombard Odier SCmA
1720292,Compass Advisory Group LLC
749763,COMPASS CAPITAL CORP /MA/ /ADV
1002152,"COMPASS CAPITAL MANAGEMENT, INC"
1666910,"Compass Financial Group, Inc."
2115210,"Compass Financial Group, Inc. (Ohio)"
1964835,"Compass Financial Group, INC/SD"
2039088,Compass Financial Services Inc
1621100,"Compass Ion Advisors, LLC"
2046823,Compass Planning Associates Inc
1758811,"COMPASS ROSE ASSET MANAGEMENT, LP"
1965653,Compass Wealth Management LLC
2076480,"Compass Wealth Management, LLC/GA"
1585859,"Composition Wealth, LLC"
1962450,"Compound Global Advisors, LLC"
1978879,"Compound Planning, Inc."
1915714,"Comprehensive Financial Consultants Institutional, Inc."
1799802,Comprehensive Financial Management LLC
2044855,"Comprehensive Financial Planning, Inc./PA"
2058921,Comprehensive Money Management Services LLC
1535202,"Comprehensive Wealth Management, LLC"
1844567,"Compton Financial Group, LLC"
1761044,"Compton Wealth Advisory Group, LLC"
1851869,"Concentric Capital Strategies, LP"
1765387,Concentrum Wealth Management
2031885,"Concord Asset Management, LLC/VA"
2022154,Concord Investment Counsel Inc.
1814214,Concord Wealth Partners
1911822,Concorde Financial Corp
2001015,"Concurrent Investment Advisors, LLC"
1847739,"Condire Management, LP"
1082491,CONDOR CAPITAL MANAGEMENT
1163744,"Conestoga Capital Advisors, LLC"
1442056,CONFLUENCE INVESTMENT MANAGEMENT LLC
1910411,"Confluence Wealth Services, Inc."
897378,CONGRESS ASSET MANAGEMENT CO
1730945,Congress Park Capital LLC
2085569,"Congruence Capital, LLC"
1773994,"Conifer Management, L.L.C."
914933,CONNABLE OFFICE INC
2097898,"Connecticut Capital Management Group, LLC"
1689829,"Connecticut Wealth Management, LLC"
1543568,"Connective Capital Management, LLC"
1905083,"Connective Portfolio Management, LLC"
801051,CONNING INC.
1596800,"Connor, Clark & Lunn Investment Management Ltd."
884548,CONNORS INVESTOR SERVICES INC
2052436,CONQUIS FINANCIAL LLC
1729242,Conrad N. Hilton Foundation
1905875,"Conrad Siegel Investment Advisors, Inc."
2011014,"CONSCIOUS WEALTH INVESTMENTS, LLC"
1705716,"Conservest Capital Advisors, Inc."
1908944,"CONSILIO WEALTH ADVISORS, LLC"
1904906,"Consilium Wealth Advisory, LLC"
1666613,"CONSOLIDATED CAPITAL MANAGEMENT, LLC"
1556168,Consolidated Investment Group LLC
1972835,Consolidated Portfolio Review Corp
1260786,CONSOLIDATED PRESS INTERNATIONAL HOLDINGS LTD
1995383,Constant Guidance Financial LLC
1573575,"Constellation Investments, Inc."
1845531,Constitution Capital LLC
1510677,Consulta Ltd
1845849,"CONSULTIVA WEALTH MANAGEMENT, CORP."
1301396,"Context Capital Management, LLC"
1277779,CONTINENTAL ADVISORS LLC
24046,CONTINENTAL GENERAL INSURANCE CO
929607,CONTINENTAL GRAIN CO
883634,"CONTINENTAL INVESTORS SERVICES, INC."
1846532,"Continuum Advisory, LLC"
1966482,"CONTINUUM WEALTH ADVISORS, LLC"
1510669,Contour Asset Management LLC
1050417,"CONTRARIAN CAPITAL MANAGEMENT, L.L.C."
2054801,Contrarius Group Holdings Ltd
1365707,"CONTRAVISORY INVESTMENT MANAGEMENT, INC."
2034001,"Convergence Financial, LLC"
1456133,"Convergence Investment Partners, LLC"
2043653,Converium Capital Inc.
1850901,Conversant Capital LLC
2044929,"CONWAY CAPITAL MANAGEMENT, INC."
1542280,"Cook & Bynum Capital Management, LLC"
24386,COOKE & BIELER LP
2093659,"Cooke Wealth Management, LLC"
2016393,"Cooksen Wealth, LLC"
1141455,COOKSON PEIRCE & CO INC
1957878,Cooper Capital Advisors LLC
1512162,COOPER CREEK PARTNERS MANAGEMENT LLC
1751581,Cooper Financial Group
1561728,COOPER INVESTORS PTY LTD
1654033,"COOPER/HAIMS ADVISORS, LLC"
898382,COOPERMAN LEON G
2055532,"Coordinated Financial Services, Inc."
1541743,"Copeland Capital Management, LLC"
2058771,Copia Wealth Management
2045258,"Copley Financial Group, Inc."
1848433,Coppell Advisory Solutions LLC
2100569,Copperwood Asset Management LP
2103792,Coquina Private Wealth LLC
1964530,CORA CAPITAL ADVISORS LLC
2135133,"Coral Wealth Management, LLC"
919538,CORBYN INVESTMENT MANAGEMENT INC/MD
1545812,"CORDA Investment Management, LLC."
1830942,"Cordant, Inc."
1715862,Cordatus Wealth Management LLC
1912040,"Cordgrass Capital Advisors, LLC"
2067133,Cordoba Advisory Partners LLC
1776878,Core Alternative Capital
1770532,"Core Wealth Advisors, Inc."
2110114,"CORE WEALTH ADVISORS, LLC"
1965150,"Core Wealth Management, Inc."
1965078,Core Wealth Partners LLC
1889539,"Corebridge Financial, Inc."
2110914,Corecam AG
2106977,Corecam Pte. Ltd.
1902501,"CoreCap Advisors, LLC"
1301743,"CoreCommodity Management, LLC"
1845838,COREPATH WEALTH PARTNERS LLC
1842785,CoreView Capital Management Ltd
2058426,Corient IA LLC
1948780,Corient Private Wealth LLC
2031771,"Corigliano Investment Advisers, LLC"
1583977,"Cormorant Asset Management, LP"
1736260,"Cornell Pochily Investment Advisors, Inc."
2044324,"CORNERSTONE ADVISORS ASSET MANAGEMENT, LLC"
1775446,"Cornerstone Advisors, LLC"
1668189,"Cornerstone Advisory, LLC"
819535,"Cornerstone Capital, Inc."
1987314,"CORNERSTONE ENTERPRISES, LLC"
2056783,"Cornerstone Financial Group, LLC /NE/"
2110329,Cornerstone Financial Management LLC
1328062,"Cornerstone Investment Partners, LLC"
1587867,"Cornerstone Management, Inc."
2104293,Cornerstone National Bank & Trust Co
1845620,"CORNERSTONE PARTNERS CAPITAL MANAGEMENT, LLC"
1822587,Cornerstone Planning Group LLC
1802105,"Cornerstone Planning, LLC"
2055366,"Cornerstone Select Advisors, LLC"
1862176,"Cornerstone Wealth Advisors, Inc."
1774879,"Cornerstone Wealth Group, LLC"
1674117,"Cornerstone Wealth Management, LLC"
2109292,"Cornerstone Wealth Partners, LLC"
2135644,"Cornerstone Wealth, LLC/TN"
1594320,Coronation Fund Managers Ltd.
2054234,"Corps Capital Advisors, LLC"
1482611,"CORRADO ADVISORS, LLC"
1537323,"Corre Partners Management, LLC"
1844835,CORRECT CAPITAL WEALTH MANAGEMENT
1276470,"CORSAIR CAPITAL MANAGEMENT, L.P."
1869923,Corsicana & Co.
1014315,CORTLAND ASSOCIATES INC/MO
1486083,"Corundum Group, Inc."
1987720,"Corundum Trust Company, INC"
1894830,Corus Family Wealth Advisors
1535472,Corvex Management LP
2113747,"COSMIC MANAGEMENT, LLC"
1674627,"Cosner Financial Group, LLC"
1760145,"Costello Asset Management, INC"
1945037,"Coston, McIsaac & Partners"
1665302,Cottage Street Advisors LLC
1903321,"COTTONWOOD CAPITAL ADVISORS, LLC"
1984078,"Council Ring Capital, LLC"
2022076,"Councilmark Asset Management, LLC"
1698461,Counterpoint Mutual Funds LLC
2012467,"Counterweight Ventures, LLC"
1209324,COUNTRY TRUST BANK
1119376,COURAGE CAPITAL MANAGEMENT LLC
1482106,"Courage Miller Partners, LLC"
1695426,Courant Investment Management LLC
1015247,COURIER CAPITAL LLC
1531611,Covalent Partners LLC
1876826,Covalis (Gibraltar) Ltd
1698819,Covalis Capital LLP
2015131,"Cove Private Wealth, LLC"
1636948,Covea Finance
1697717,"Covenant Asset Management, LLC"
1302739,"Covenant Partners, LLC"
1909846,Covestor Ltd
1569036,Covington Investment Advisors Inc.
1844480,"COWA, LLC"
1748728,Cox Capital Mgt LLC
1593038,Coyle Financial Counsel LLC
709428,COZAD ASSET MANAGEMENT INC
1963967,"CPA Asset Management Group, LLC"
1805250,"CPC Advisors, LLC"
1372218,CPMG Inc
1775053,CPR Investments Inc.
1763844,"CPV Partners, LLC"
2134744,"CPWA, LLC"
1765594,"CRA Financial Services, LLC"
1536557,"Crabel Capital Management, LLC"
1789082,Crake Asset Management LLP
820743,CRAMER ROSENTHAL MCGLYNN LLC
1599084,"Cranbrook Wealth Management, LLC"
1951283,"Crane Advisory, LLC"
1966116,"Cravens & Co Advisors, LLC"
1816427,"Crawford Fund Management, LLC"
837592,CRAWFORD INVESTMENT COUNSEL INC
1483234,CRCM LP
1957363,Creative Capital Management Investments LLC
819864,CREATIVE FINANCIAL DESIGNS INC /ADV
1540235,Creative Planning
1739728,"CreativeOne Wealth, LLC"
1191672,CREDIT AGRICOLE S A
1631208,Credit Capital Investments LLC
1274419,CREDIT INDUSTRIEL ET COMMERCIAL
2111824,Creek Drive Management Group LLC
2013091,Creekmur Asset Management LLC
2035951,Creekside Partners
1713520,"Crescent Grove Advisors, LLC"
1629984,"Crescent Park Management, L.P."
1962005,"Crescent Sterling, Ltd."
1761013,"Cresset Asset Management, LLC"
1947670,"Cresta Advisors, Ltd."
1536054,"Crestline Management, L.P."
1873372,Crestmont Private Wealth LLC
1505639,"Crestview Partners II GP, L.P."
1703027,"Crestview Partners III GP, L.P."
1818687,"Crestview Partners IV GP, L.P."
1426853,"Crestwood Advisors Group, LLC"
1468395,"Crestwood Capital Management, L.P."
1835669,"Crew Capital Management, Ltd"
1730033,Crewe Advisors LLC
2052279,Crews Bank & Trust
2065494,"Cria, Inc."
2018922,"CRITERIA CAIXA, S.A.U."
1694663,CROBAN
1956498,Crocodile Capital Partners GmbH
1894712,Cromwell Holdings LLC
1595683,CROSBY Co OF NEW HAMPSHIRE LLC
1900406,Cross Staff Investments Inc
2112179,"CrossGen Wealth, LLC"
1770024,"Crossingbridge Advisors, LLC"
1104329,CROSSLINK CAPITAL INC
1539204,"Crossmark Global Holdings, Inc."
1927769,"CROSSPOINT FINANCIAL, LLC"
1898772,Crow's Nest Holdings LP
1733248,"CROWN ADVISORS MANAGEMENT, INC."
2009273,"Crown Oak Advisors, LLC"
1845698,"Crown Wealth Group, LLC"
1713506,"Cruiser Capital Advisors, LLC"
1759578,Crumly & Associates Inc.
2112003,Crusonia Wealth Advisors LLC
2054270,CRUX WEALTH ADVISORS
1633969,Cryder Capital Partners LLP
2129719,"Crystal Cove Asset Management, LLC"
1510668,Crystal Rock Capital Management
1715593,Csenge Advisory Group
1863523,"CSM Advisors, LLC"
2111080,"CSP Financial Group, LLC"
1103646,CSS LLC/IL
1534469,"CSU Producer Resources, Inc."
1569550,"CTC Alternative Strategies, Ltd."
1445893,CTC LLC
1224890,CULBERTSON A N & CO INC
1362535,"Cullen Capital Management, LLC"
797203,"CULLEN INVESTMENT GROUP, LTD."
39263,"Cullen/Frost Bankers, Inc."
1161670,CULLINAN ASSOCIATES INC
1989476,"CULTIVAR CAPITAL, INC."
1255435,CUMBERLAND ADVISORS INC
1578985,Cumberland Partners Ltd
1571075,"Cunning Capital Partners, LP"
2056729,"CURA WEALTH ADVISORS, LLC"
2063003,"Curat Global, LLC"
1781284,Curated Wealth Partners LLC
1754072,Curative Ventures V LLC
1608057,Curbstone Financial Management Corp
1332905,"Curi Capital, LLC"
2049201,"CURIO WEALTH, LLC"
1843867,"Curran Financial Partners, LLC"
1664656,"Curtis Advisory Group, LLC"
2108708,CURTIS WEALTH MANAGEMENT LLC
1329375,"CUSHING ASSET MANAGEMENT, LP dba NXG INVESTMENT MANAGEMENT"
2054827,"Cushing Capital Partners, LLC"
1353098,"Cutler Capital Management, LLC"
1285973,CUTLER INVESTMENT COUNSEL LLC
1406995,"Cutter & CO Brokerage, Inc."
1872254,CV Advisors LLC
1802084,"CVA Family Office, LLC"
2023131,CVC Management Holdings II Ltd.
1388469,"CVentures, Inc."
2050974,CVFG LLC
64803,CVS HEALTH Corp
1667134,"CWA Asset Management Group, LLC"
1520683,"CWC Advisors, LLC."
1535847,"CWM, LLC"
1802459,"CWS Financial Advisors, LLC"
1737089,CX Institutional
1818014,CYBER HORNET ETFs LLC
2114319,"Cygnus Capital Advisors, LLC"
1950947,"Cyndeo Wealth Partners, LLC"
1763409,"Cynosure Group, LLC"
1341748,Cypress Capital Group
1633896,Cypress Capital Management LLC (WY)
1729939,"Cypress Capital, LLC"
1937021,CYPRESS FINANCIAL PLANNING LLC
1081198,CYPRESS FUNDS LLC
2058475,CYPRESS POINT INVESTMENT MANAGEMENT LP
1825611,"Cypress Point Wealth Management, LLC"
1721527,"Cypress Wealth Services, LLC"
2010666,Cyr Financial Inc.
1166564,"CYRUS CAPITAL PARTNERS, L.P."
1908923,Czech National Bank
1021117,D L CARLSON INVESTMENT GROUP INC
1646821,"D'Orazio & Associates, Inc."
1009207,"D. E. Shaw & Co., Inc."
1080107,D.A. DAVIDSON & CO.
1731717,"D.B. Root & Company, LLC"
1747057,D1 Capital Partners L.P.
1389933,DAFNA Capital Management LLC
1624576,"DAG VENTURES, LLC"
1767343,"DAGCO, INC."
2053669,DAHRING | CUSMANO LLC
1697728,"Dai-ichi Life Insurance Company, Ltd"
1977663,Dai-ichi Life International Holdings LLC
1173460,DAIDO LIFE INSURANCE CO
783412,DAILY JOURNAL CORP
1481045,Daiwa Securities Group Inc.
1631353,Dakota Wealth Management
1549575,"Dalal Street, LLC"
2041427,Dale Q Rice Investment Management Ltd
1388838,"Dalton Investments, Inc."
1427514,"Dana Investment Advisors, Inc."
1956649,"Daner Wealth Management, LLC"
2096095,"Danica Pension, Livsforsikringsaktieselskab"
2110543,Danmarks Nationalbank
800177,DANSKE BANK A/S
1891892,"DARA CAPITAL US, INC."
2011221,Darden Wealth Group Inc
1853322,DARK FOREST CAPITAL MANAGEMENT LP
1854440,"DARLINGTON PARTNERS CAPITAL MANAGEMENT, LP"
1908169,"Darrow Company, Inc."
1609098,Darsana Capital Partners LP
1839209,"Darwin Global Management, Ltd."
1663224,"Darwin Wealth Management, LLC"
2064978,"Darwins River Capital, LP"
1745885,Dash Acquisitions Inc.
1664974,"Data Collective IV GP, LLC"
2044285,"Dauntless Investment Group, LLC"
887777,DAVENPORT & Co LLC
1823718,"Daventry Group, LP"
2003147,"Davern Capital Partners, LP"
1836266,David J Yvars Group
1954126,David Kennon Inc
1808748,Davidson Capital Management Inc.
1140771,DAVIDSON INVESTMENT ADVISORS
2055535,"Davidson Kahn Capital Management, LLC"
1595082,Davidson Kempner Capital Management LP
1133119,DAVIDSON TRUST CO
2020296,"Davies Financial Advisors, Inc."
2104394,"Daviman Financial, LLC"
1945894,"Davis Asset Management, L.P."
1811806,Davis Capital Management
1963865,"Davis Investment Partners, LLC"
891287,DAVIS R M INC
1036325,Davis Selected Advisers
2104502,"Davis Wealth Advisors, LLC"
1482171,DAVIS-REA LTD.
1980739,Dayah Capital LLC
2107111,"Daybright Advisory Services, Inc."
1956824,"DAYMARK WEALTH PARTNERS, LLC"
2101936,Daytona Street Capital LLC
1885767,"DB Fitzpatrick & Co, Inc"
2107377,"DB&C Advisors, LLC"
2067608,"DBA TRADING, LLC"
